release	assembly	chromosome	dataset	vcf_count	api_count	delta	status	likely_cause	recommended_action
new	GRCh38	4	jogo	828753	828760	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	5	jogo	810951	810957	6	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	6	jogo	868177	868188	11	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	7	jogo	899769	899782	13	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	8	jogo	759948	759963	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	9	jogo	679665	679672	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	10	jogo	792281	792291	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	11	jogo	812181	812193	12	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	12	jogo	800198	800208	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	13	jogo	396116	396122	6	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	14	jogo	481241	481246	5	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	15	jogo	545984	545986	2	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	16	jogo	607075	607099	24	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	17	jogo	674983	674998	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	18	jogo	358628	358638	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	19	jogo	676188	676209	21	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	20	jogo	386327	386334	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	21	jogo	169859	169868	9	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	22	jogo	307899	307902	3	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	X	jogo	601829	601839	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
