release	assembly	chromosome	dataset	vcf_count	api_count	delta	status	likely_cause	recommended_action
new	GRCh37	X	jga_snp	13258	13258	0	match		
new	GRCh37	Y	jga_snp	0	0	0	match		
new	GRCh37	1	jga_wes	381530	381530	0	match		
new	GRCh37	2	jga_wes	363407	363407	0	match		
new	GRCh37	3	jga_wes	301484	301484	0	match		
new	GRCh37	4	jga_wes	306194	306194	0	match		
new	GRCh37	5	jga_wes	259490	259490	0	match		
new	GRCh37	6	jga_wes	296603	296603	0	match		
new	GRCh37	7	jga_wes	264212	264212	0	match		
new	GRCh37	8	jga_wes	232327	232327	0	match		
new	GRCh37	9	jga_wes	198523	198523	0	match		
new	GRCh37	10	jga_wes	234737	234737	0	match		
new	GRCh37	11	jga_wes	228328	228328	0	match		
new	GRCh37	12	jga_wes	221403	221403	0	match		
new	GRCh37	13	jga_wes	161442	161442	0	match		
new	GRCh37	14	jga_wes	150583	150583	0	match		
new	GRCh37	15	jga_wes	145922	145922	0	match		
new	GRCh37	16	jga_wes	158649	158649	0	match		
new	GRCh37	17	jga_wes	143551	143551	0	match		
new	GRCh37	18	jga_wes	127196	127196	0	match		
new	GRCh37	19	jga_wes	130389	130389	0	match		
new	GRCh37	20	jga_wes	105941	105941	0	match		
new	GRCh37	21	jga_wes	73822	73822	0	match		
new	GRCh37	22	jga_wes	75276	75276	0	match		
new	GRCh37	MT	jga_wes	224	0	-224	api_missing	VCFは存在するがAPI dataset/chromosomeが未投入、alias漏れ、または公開対象外	ETL投入ログ、index、alias、公開対象設定を確認
new	GRCh37	X	jga_wes	113843	113843	0	match		
new	GRCh37	Y	jga_wes	3949	3949	0	match		
new	GRCh37	1	tommo	7486683	7486683	0	match		
new	GRCh37	2	tommo	7900726	7900726	0	match		
new	GRCh37	3	tommo	6384311	6384311	0	match		
new	GRCh37	4	tommo	6257107	6257107	0	match		
new	GRCh37	5	tommo	5812491	5812491	0	match		
new	GRCh37	6	tommo	5524754	5524754	0	match		
new	GRCh37	7	tommo	5358927	5358927	0	match		
new	GRCh37	8	tommo	5011880	5011880	0	match		
new	GRCh37	9	tommo	4240900	4240900	0	match		
new	GRCh37	10	tommo	4441300	4441300	0	match		
new	GRCh37	11	tommo	4415065	4415065	0	match		
new	GRCh37	12	tommo	4297108	4297108	0	match		
new	GRCh37	13	tommo	3140595	3140595	0	match		
new	GRCh37	14	tommo	2985336	2985336	0	match		
new	GRCh37	15	tommo	2869513	2869513	0	match		
new	GRCh37	16	tommo	3166879	3166879	0	match		
new	GRCh37	17	tommo	2734431	2734431	0	match		
new	GRCh37	18	tommo	2472915	2472915	0	match		
new	GRCh37	19	tommo	2246236	2246236	0	match		
new	GRCh37	20	tommo	2010095	2010095	0	match		
new	GRCh37	21	tommo	1369365	1369365	0	match		
new	GRCh37	22	tommo	1336197	1336197	0	match		
new	GRCh37	MT	tommo	3503	0	-3503	api_missing	VCFは存在するがAPI dataset/chromosomeが未投入、alias漏れ、または公開対象外	ETL投入ログ、index、alias、公開対象設定を確認
new	GRCh37	X	tommo	3619534	3619534	0	match		
new	GRCh37	Y	tommo	0	0	0	match		
new	GRCh38	1	bbj1k	3812359	3812359	0	match		
new	GRCh38	2	bbj1k	3601615	3601615	0	match		
new	GRCh38	3	bbj1k	2944845	2944845	0	match		
new	GRCh38	4	bbj1k	2815889	2815889	0	match		
new	GRCh38	5	bbj1k	2607189	2607189	0	match		
new	GRCh38	6	bbj1k	2501743	2501743	0	match		
new	GRCh38	7	bbj1k	2477252	2477252	0	match		
new	GRCh38	8	bbj1k	2166683	2166683	0	match		
new	GRCh38	9	bbj1k	2026618	2026618	0	match		
new	GRCh38	10	bbj1k	2159301	2159301	0	match		
new	GRCh38	11	bbj1k	2115704	2115704	0	match		
new	GRCh38	12	bbj1k	2068711	2068711	0	match		
new	GRCh38	13	bbj1k	1713045	1713045	0	match		
new	GRCh38	14	bbj1k	1311603	1311603	0	match		
new	GRCh38	15	bbj1k	1298447	1298447	0	match		
new	GRCh38	16	bbj1k	1409965	1409965	0	match		
new	GRCh38	17	bbj1k	1315597	1315597	0	match		
new	GRCh38	18	bbj1k	1271977	1271977	0	match		
new	GRCh38	19	bbj1k	1021418	1021418	0	match		
new	GRCh38	20	bbj1k	1082844	1082844	0	match		
new	GRCh38	21	bbj1k	662296	662296	0	match		
new	GRCh38	22	bbj1k	718067	718067	0	match		
new	GRCh38	MT	bbj1k	0	0	0	match		
new	GRCh38	X	bbj1k	1501298	1501298	0	match		
new	GRCh38	Y	bbj1k	90016	90016	0	match		
new	GRCh38	1	bbj2k	4724251	4724251	0	match		
new	GRCh38	2	bbj2k	4514250	4514250	0	match		
new	GRCh38	3	bbj2k	3681087	3681087	0	match		
new	GRCh38	4	bbj2k	3511517	3511517	0	match		
new	GRCh38	5	bbj2k	3274133	3274133	0	match		
new	GRCh38	6	bbj2k	3124056	3124056	0	match		
new	GRCh38	7	bbj2k	3084777	3084777	0	match		
new	GRCh38	8	bbj2k	2738176	2738176	0	match		
new	GRCh38	9	bbj2k	2465088	2465088	0	match		
new	GRCh38	10	bbj2k	2667243	2667243	0	match		
new	GRCh38	11	bbj2k	2588868	2588868	0	match		
new	GRCh38	12	bbj2k	2545827	2545827	0	match		
new	GRCh38	13	bbj2k	2087076	2087076	0	match		
new	GRCh38	14	bbj2k	1641851	1641851	0	match		
new	GRCh38	15	bbj2k	1601320	1601320	0	match		
new	GRCh38	16	bbj2k	1769129	1769129	0	match		
new	GRCh38	17	bbj2k	1628791	1628791	0	match		
new	GRCh38	18	bbj2k	1538247	1538247	0	match		
new	GRCh38	19	bbj2k	1282462	1282462	0	match		
new	GRCh38	20	bbj2k	1336490	1336490	0	match		
new	GRCh38	21	bbj2k	817359	817359	0	match		
new	GRCh38	22	bbj2k	884987	884987	0	match		
new	GRCh38	MT	bbj2k	0	0	0	match		
new	GRCh38	X	bbj2k	1690983	1690983	0	match		
new	GRCh38	Y	bbj2k	146216	146216	0	match		
new	GRCh38	1	gem_j_wga	7375625	7375625	0	match		
new	GRCh38	2	gem_j_wga	7965702	7965702	0	match		
new	GRCh38	3	gem_j_wga	6444667	6444667	0	match		
new	GRCh38	4	gem_j_wga	6311189	6311189	0	match		
new	GRCh38	5	gem_j_wga	5873703	5873703	0	match		
new	GRCh38	6	gem_j_wga	5573808	5573808	0	match		
new	GRCh38	7	gem_j_wga	5407461	5407461	0	match		
new	GRCh38	8	gem_j_wga	5052154	5052154	0	match		
new	GRCh38	9	gem_j_wga	4223436	4223436	0	match		
new	GRCh38	10	gem_j_wga	4476507	4476507	0	match		
new	GRCh38	11	gem_j_wga	4466587	4466587	0	match		
new	GRCh38	12	gem_j_wga	4347793	4347793	0	match		
new	GRCh38	13	gem_j_wga	3171119	3171119	0	match		
new	GRCh38	14	gem_j_wga	2966728	2966728	0	match		
new	GRCh38	15	gem_j_wga	2878469	2878469	0	match		
new	GRCh38	16	gem_j_wga	3188737	3188737	0	match		
new	GRCh38	17	gem_j_wga	2758363	2758363	0	match		
new	GRCh38	18	gem_j_wga	2492360	2492360	0	match		
new	GRCh38	19	gem_j_wga	2269090	2269090	0	match		
new	GRCh38	20	gem_j_wga	2031178	2031178	0	match		
new	GRCh38	21	gem_j_wga	1373532	1373532	0	match		
new	GRCh38	22	gem_j_wga	1340635	1340635	0	match		
new	GRCh38	MT	gem_j_wga	0	0	0	match		
new	GRCh38	X	gem_j_wga	3506731	3506731	0	match		
new	GRCh38	Y	gem_j_wga	0	0	0	match		
new	GRCh38	1	gnomad_exomes	17671166	17671166	0	match		
new	GRCh38	2	gnomad_exomes	12963790	12963790	0	match		
new	GRCh38	3	gnomad_exomes	10208074	10208076	2	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	4	gnomad_exomes	7252480	7252480	0	match		
new	GRCh38	5	gnomad_exomes	8156768	8156768	0	match		
new	GRCh38	6	gnomad_exomes	8573431	8573431	0	match		
new	GRCh38	7	gnomad_exomes	9233605	9233607	2	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	8	gnomad_exomes	6800080	6800081	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	9	gnomad_exomes	7476742	7476742	0	match		
new	GRCh38	10	gnomad_exomes	7210142	7210142	0	match		
new	GRCh38	11	gnomad_exomes	10526961	10526962	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	12	gnomad_exomes	9855795	9855795	0	match		
new	GRCh38	13	gnomad_exomes	3549139	3549140	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	14	gnomad_exomes	6268134	6268134	0	match		
new	GRCh38	15	gnomad_exomes	7010578	7010578	0	match		
new	GRCh38	16	gnomad_exomes	8785927	8785928	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	17	gnomad_exomes	10744750	10744750	0	match		
new	GRCh38	18	gnomad_exomes	3246732	3246732	0	match		
new	GRCh38	19	gnomad_exomes	11706291	11706291	0	match		
new	GRCh38	20	gnomad_exomes	4616728	4616729	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	21	gnomad_exomes	2188842	2188842	0	match		
new	GRCh38	22	gnomad_exomes	4845198	4845199	1	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	MT	gnomad_exomes	0	0	0	match		
new	GRCh38	X	gnomad_exomes	4685140	4685140	0	match		
new	GRCh38	Y	gnomad_exomes	140758	140758	0	match		
new	GRCh38	1	gnomad_genomes	59159992	59160006	14	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	2	gnomad_genomes	62931847	62931878	31	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	3	gnomad_genomes	51234994	51235008	14	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	4	gnomad_genomes	50142307	50142330	23	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	5	gnomad_genomes	46410769	46410785	16	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	6	gnomad_genomes	43703134	43703160	26	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	7	gnomad_genomes	42466650	42466679	29	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	8	gnomad_genomes	39939290	39939308	18	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	9	gnomad_genomes	33833687	33833698	11	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	10	gnomad_genomes	35497568	35497598	30	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	11	gnomad_genomes	35080661	35080671	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	12	gnomad_genomes	34332157	34332175	18	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	13	gnomad_genomes	24993762	24993777	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	14	gnomad_genomes	23568668	23568672	4	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	15	gnomad_genomes	22225830	22225848	18	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	16	gnomad_genomes	24719904	24719921	17	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	17	gnomad_genomes	21944440	21944455	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	18	gnomad_genomes	19467702	19467717	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	19	gnomad_genomes	17293254	17293274	20	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	20	gnomad_genomes	16355687	16355695	8	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	21	gnomad_genomes	10958882	10958898	16	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	22	gnomad_genomes	11608132	11608143	11	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	MT	gnomad_genomes	0	0	0	match		
new	GRCh38	X	gnomad_genomes	30297551	30297561	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	Y	gnomad_genomes	1169063	1169063	0	match		
new	GRCh38	1	jga_snp	99369	99369	0	match		
new	GRCh38	2	jga_snp	100919	100919	0	match		
new	GRCh38	3	jga_snp	85641	85641	0	match		
new	GRCh38	4	jga_snp	77187	77187	0	match		
new	GRCh38	5	jga_snp	78156	78156	0	match		
new	GRCh38	6	jga_snp	86820	86820	0	match		
new	GRCh38	7	jga_snp	67888	67888	0	match		
new	GRCh38	8	jga_snp	67771	67771	0	match		
new	GRCh38	9	jga_snp	60025	60025	0	match		
new	GRCh38	10	jga_snp	67000	67000	0	match		
new	GRCh38	11	jga_snp	63024	63024	0	match		
new	GRCh38	12	jga_snp	61276	61276	0	match		
new	GRCh38	13	jga_snp	47591	47591	0	match		
new	GRCh38	14	jga_snp	40651	40651	0	match		
new	GRCh38	15	jga_snp	38091	38091	0	match		
new	GRCh38	16	jga_snp	39188	39188	0	match		
new	GRCh38	17	jga_snp	31152	31152	0	match		
new	GRCh38	18	jga_snp	37364	37364	0	match		
new	GRCh38	19	jga_snp	21251	21251	0	match		
new	GRCh38	20	jga_snp	31427	31427	0	match		
new	GRCh38	21	jga_snp	18204	18204	0	match		
new	GRCh38	22	jga_snp	16422	16422	0	match		
new	GRCh38	MT	jga_snp	4	0	-4	api_missing	VCFは存在するがAPI dataset/chromosomeが未投入、alias漏れ、または公開対象外	ETL投入ログ、index、alias、公開対象設定を確認
new	GRCh38	X	jga_snp	13250	13250	0	match		
new	GRCh38	Y	jga_snp	0	0	0	match		
new	GRCh38	1	jga_wes	375309	375309	0	match		
new	GRCh38	2	jga_wes	363010	363010	0	match		
new	GRCh38	3	jga_wes	301409	301409	0	match		
new	GRCh38	4	jga_wes	306157	306157	0	match		
new	GRCh38	5	jga_wes	259486	259486	0	match		
new	GRCh38	6	jga_wes	296346	296346	0	match		
new	GRCh38	7	jga_wes	263893	263893	0	match		
new	GRCh38	8	jga_wes	232218	232218	0	match		
new	GRCh38	9	jga_wes	198071	198071	0	match		
new	GRCh38	10	jga_wes	234603	234603	0	match		
new	GRCh38	11	jga_wes	228275	228275	0	match		
new	GRCh38	12	jga_wes	221380	221380	0	match		
new	GRCh38	13	jga_wes	161366	161366	0	match		
new	GRCh38	14	jga_wes	149603	149603	0	match		
new	GRCh38	15	jga_wes	145551	145551	0	match		
new	GRCh38	16	jga_wes	158427	158427	0	match		
new	GRCh38	17	jga_wes	143371	143371	0	match		
new	GRCh38	18	jga_wes	127191	127191	0	match		
new	GRCh38	19	jga_wes	130094	130094	0	match		
new	GRCh38	20	jga_wes	105925	105925	0	match		
new	GRCh38	21	jga_wes	73815	73815	0	match		
new	GRCh38	22	jga_wes	75066	75066	0	match		
new	GRCh38	MT	jga_wes	54	0	-54	api_missing	VCFは存在するがAPI dataset/chromosomeが未投入、alias漏れ、または公開対象外	ETL投入ログ、index、alias、公開対象設定を確認
new	GRCh38	X	jga_wes	113510	113510	0	match		
new	GRCh38	Y	jga_wes	3945	3945	0	match		
new	GRCh38	1	jga_wgs	6227127	6227127	0	match		
new	GRCh38	2	jga_wgs	5901536	5901536	0	match		
new	GRCh38	3	jga_wgs	4778662	4778662	0	match		
new	GRCh38	4	jga_wgs	4537482	4537482	0	match		
new	GRCh38	5	jga_wgs	4250794	4250794	0	match		
new	GRCh38	6	jga_wgs	4020550	4020550	0	match		
new	GRCh38	7	jga_wgs	4017103	4017103	0	match		
new	GRCh38	8	jga_wgs	3555922	3555922	0	match		
new	GRCh38	9	jga_wgs	3249685	3249685	0	match		
new	GRCh38	10	jga_wgs	3479015	3479015	0	match		
new	GRCh38	11	jga_wgs	3419860	3419860	0	match		
new	GRCh38	12	jga_wgs	3350436	3350436	0	match		
new	GRCh38	13	jga_wgs	2731851	2731851	0	match		
new	GRCh38	14	jga_wgs	2126227	2126227	0	match		
